COD_S11,GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,STRATUM,SISBEN,PEOPLE_HOUSE,,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,JOB,SCHOOL_NAME,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,Cod_SPro,UNIVERSITY,ACADEMIC_PROGRAM,QR_PRO,CR_PRO,CC_PRO,ENG_PRO,WC_PRO,FEP_PRO,G_SC,PERCENTILE,2ND_DECILE,QUARTILE,SEL,SEL_IHE
SB11201320086030,M,Complete primary ,Complete Secundary,Executive,Home,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL CLARETIANO                                                                                      ,PRIVATE,ACADEMIC,63,61,73,61,78,EK201830198132,"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.",CIVIL ENGINEERING,79,94,78,92,50,50,177,89,5,4,2,3
SB11201320086183,F,Incomplete Secundary,Incomplete Secundary,Operator,Other occupation,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INSTITUTO CRISTO REY,PRIVATE,ACADEMIC,45,60,52,53,48,EK201830196862,UNIVERSIDAD AUTONOMA LATINOAMERICANA-UNAULA-MEDELLIN,INDUSTRIAL ENGINEERING,53,30,53,66,51,167,147,52,3,3,2,2
SB11201320086226,M,Complete Secundary,Incomplete technical or technological,Independent,Home,Stratum 2,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INST TEC IND CENTRO DON BOSCO,PRIVATE,TECHNICAL,49,69,77,60,52,EK201830072400,UNIVERSIDAD SANTO TOMAS-BOGOTÁ D.C.,MECHANICAL ENGINEERING,54,50,40,42,77,129,149,55,3,3,2,2
SB11201320086241,M,Complete Secundary,Complete Secundary,Retired,Home,Stratum 3,Level 3,Five,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL NAZARET,PRIVATE,ACADEMIC,70,71,65,75,78,EK201830198133,"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.",CIVIL ENGINEERING,91,90,86,93,71,71,185,94,5,4,2,3
SB11201320086312,M,Not sure,Complete Secundary,Independent professional,Home,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INST TEC IND CENTRO DON BOSCO,PRIVATE,TECHNICAL,60,52,58,65,53,EK201830014398,CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-BOGOTÁ D.C.,CIVIL ENGINEERING,73,37,56,60,47,192,150,57,3,3,3,3
SB11201320086358,M,Not sure,Complete Secundary,Independent,Home,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,GIMN LOS PINOS                                                                                      ,PRIVATE,ACADEMIC,63,59,60,58,72,EK201830013635,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C.",CIVIL ENGINEERING,97,89,92,90,87,87,191,97,5,4,3,4
SB11201320086368,M,Complete technique or technology,Complete technique or technology,Executive,Home,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,INSTITUTO LA SALLE,PRIVATE,ACADEMIC,87,68,77,75,82,EK201830127288,UNIVERSIDAD DEL NORTE-BARRANQUILLA,MECHANICAL ENGINEERING,98,100,95,100,98,201,211,100,5,4,3,4
SB11201320086451,M,Postgraduate education,Complete technique or technology,Executive,Home,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Between 3 and less than 5 LMMW,No,INST TEC IND CENTRO DON BOSCO,PRIVATE,TECHNICAL,55,69,62,64,49,EK201830008208,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,63,52,40,82,96,174,165,77,4,4,4,4
SB11201320086526,M,Complete Secundary,Postgraduate education,Independent,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,I.E. JOSE JOAQUIN CASAS,PUBLIC,ACADEMIC,81,68,67,72,72,EK201830194449,"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.",INDUSTRIAL ENGINEERING,97,88,82,81,88,88,186,94,5,4,4,3
SB11201320086549,M,Complete primary ,Complete Secundary,Independent,Operator,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,No,ACADEMIA MILITAR GENERAL JOSE ANTONIO ANZOATEGUI,PRIVATE,ACADEMIC,81,64,67,68,76,EK201830035294,UNIVERSIDAD SURCOLOMBIANA-NEIVA,ELECTRONIC ENGINEERING,94,72,3,88,0,153,128,21,2,1,1,1
SB11201320086610,M,Complete professional education,Complete professional education,Retired,Other occupation,Stratum 5,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,COL CALASANZ,PRIVATE,ACADEMIC,100,67,56,77,58,EK201830144611,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,CIVIL ENGINEERING,94,87,73,86,73,157,180,91,5,4,4,4
SB11201320086620,M,Complete professional education,Complete professional education,Independent professional,Independent professional,Stratum 5,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,10 or more LMMW,No,COL CALASANZ,PRIVATE,ACADEMIC,74,67,54,74,53,EK201830057010,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MEDELLIN,ELECTRONIC ENGINEERING,89,67,77,86,11,172,164,76,4,4,4,3
SB11201320086652,M,Complete primary ,Complete Secundary,Retired,Home,Stratum 2,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,ACADEMIA MILITAR GENERAL JOSE ANTONIO ANZOATEGUI,PRIVATE,ACADEMIC,57,69,70,53,49,EK201830114478,CORPORACION UNIVERSITARIA DEL HUILA-CORHUILA-NEIVA,INDUSTRIAL ENGINEERING,78,92,56,54,26,136,159,70,4,3,2,2
SB11201320086766,M,Postgraduate education,Postgraduate education,Entrepreneur ,Home,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,No,COL CALASANZ,PRIVATE,ACADEMIC,82,63,64,77,76,EK201830002477,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,92,87,88,95,48,180,182,92,5,4,4,4
SB11201320086792,M,Complete Secundary,Complete Secundary,Independent,Home,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL CALASANZ,PRIVATE,ACADEMIC,67,60,67,57,64,EK201830083771,UNIVERSIDAD LIBRE-CUCUTA,INDUSTRIAL ENGINEERING,77,59,92,57,72,165,167,80,5,4,2,2
SB11201320086798,M,Incomplete Secundary,Incomplete Secundary,Independent,Small entrepreneur ,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL CALASANZ,PRIVATE,ACADEMIC,70,56,65,67,54,EK201830083688,UNIVERSIDAD LIBRE-CUCUTA,INDUSTRIAL ENGINEERING,73,30,43,65,0,122,119,11,1,1,2,2
SB11201320086819,F,Postgraduate education,Complete technique or technology,Technical or professional level employee,Technical or professional level employee,Stratum 4,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,COL CALASANZ,PRIVATE,ACADEMIC,73,68,65,62,67,EK201830038793,UNIVERSIDAD PONTIFICIA BOLIVARIANA-BUCARAMANGA,INDUSTRIAL ENGINEERING,97,89,80,88,46,143,180,91,5,4,4,2
SB11201320086840,M,Incomplete Secundary,Complete technique or technology,Independent,Operator,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL CALASANZ,PRIVATE,ACADEMIC,78,62,64,72,70,EK201830002197,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA,ELECTROMECHANICAL ENGINEERING,96,86,12,81,61,173,164,76,4,4,4,1
SB11201320086845,M,Postgraduate education,Postgraduate education,Independent professional,Technical or professional level employee,Stratum 5,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,COL CALASANZ,PRIVATE,ACADEMIC,87,74,82,96,85,EK201830035600,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C.,CIVIL ENGINEERING,100,100,99,97,90,209,225,100,5,4,2,4
SB11201320086849,M,Complete Secundary,Incomplete technical or technological,Small entrepreneur ,Small entrepreneur ,Stratum 5,It is not classified by the SISBEN,Two,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL CALASANZ,PRIVATE,ACADEMIC,82,77,77,75,76,EK201830035603,PONTIFICIA UNIVERSIDAD JAVERIANA-BOGOTÁ D.C.,CIVIL ENGINEERING,97,65,85,93,18,169,174,86,5,4,4,4
SB11201320086852,M,Complete professional education,Postgraduate education,Executive,Auxiliary or Administrative,Stratum 4,It is not classified by the SISBEN,Two,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL CALASANZ,PRIVATE,ACADEMIC,81,56,60,65,48,EK201830169227,UNIVERSIDAD FRANCISCO DE PAULA SANTANDER-CUCUTA,CIVIL ENGINEERING,97,28,76,34,59,172,157,68,4,3,4,1
SB11201320086866,M,Incomplete Professional Education,Complete professional education,Independent,Other occupation,Stratum 5,It is not classified by the SISBEN,Eight,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL CALASANZ,PRIVATE,ACADEMIC,76,74,77,69,78,EK201830008268,FUNDACION UNIVERSIDAD DE AMERICA-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,95,77,18,89,56,148,165,77,4,4,4,4
SB11201320086870,M,Complete Secundary,Complete professional education,Entrepreneur ,Entrepreneur ,Stratum 5,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL CALASANZ,PRIVATE,ACADEMIC,82,74,82,70,95,EK201830118922,UNIVERSIDAD EIA-MEDELLIN,INDUSTRIAL ENGINEERING,98,98,97,96,94,197,205,100,5,4,4,4
SB11201320086946,F,Complete technique or technology,Complete Secundary,Other occupation,Independent,Stratum 1,Level 1,Three,,No,No,Yes,No,No,No,No,Yes,Yes,No,less than 1 LMMW,No,INST EDUCATIVA FCO JOSE DE CALDAS,PUBLIC,ACADEMIC,65,61,50,54,44,EK201830055144,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MONTERIA,CIVIL ENGINEERING,85,50,55,46,53,127,153,62,4,3,1,2
SB11201320087005,M,Complete Secundary,Complete primary ,Operator,Home,Stratum 1,Level 1,Five,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Between 1 and less than 2 LMMW,No,HUMBERTO TAFUR CHARRY,PUBLIC,TECHNICAL/ACADEMIC,76,64,70,77,44,EK201830035943,UNIVERSIDAD SURCOLOMBIANA-NEIVA,ELECTRONIC ENGINEERING,96,76,89,14,55,154,165,78,4,4,1,1
SB11201320087020,F,Postgraduate education,Complete technique or technology,Technical or professional level employee,Home,Stratum 1,Level 2,Four,,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Between 5 and less than 7 LMMW,No,INST EDUCATIVA FCO JOSE DE CALDAS,PUBLIC,ACADEMIC,63,61,70,68,64,EK201830052147,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MONTERIA,CIVIL ENGINEERING,65,71,85,66,51,136,163,75,4,4,2,2
SB11201320087047,M,Incomplete Secundary,Complete Secundary,Small entrepreneur ,Small entrepreneur ,Stratum 2,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,COL. NTRA. SRA. DE LA CONSOLATA,PUBLIC,TECHNICAL/ACADEMIC,73,77,65,74,65,EK201830026772,UNIVERSIDAD DE CARTAGENA-CARTAGENA,CIVIL ENGINEERING,99,93,87,86,20,224,181,92,5,4,2,2
SB11201320087048,M,Complete professional education,Complete Secundary,Operator,Home,Stratum 2,It is not classified by the SISBEN,Eight,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INSTITUCION EDUCATIVA COMFACOR JAIME EXBRAYAT,PRIVATE,ACADEMIC,59,56,67,62,55,EK201830053958,UNIVERSIDAD PONTIFICIA BOLIVARIANA-MONTERIA,CIVIL ENGINEERING,71,14,8,73,66,98,141,41,3,2,3,2
SB11201320087193,F,Incomplete Secundary,Complete technique or technology,Operator,Technical or professional level employee,Stratum 2,Level 2,Four,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COL. NTRA. SRA. DE LA CONSOLATA,PUBLIC,TECHNICAL/ACADEMIC,49,66,60,56,50,EK201830061612,FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA      -CARTAGENA,INDUSTRIAL ENGINEERING,66,72,55,63,49,144,156,66,4,3,3,2
SB11201320087204,F,Incomplete technical or technological,Complete Secundary,Auxiliary or Administrative,Home,Stratum 2,Level 1,Five,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,COL. NTRA. SRA. DE LA CONSOLATA,PUBLIC,TECHNICAL/ACADEMIC,63,64,56,59,49,EK201830052111,FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA      -CARTAGENA,INDUSTRIAL ENGINEERING,91,9,48,60,73,137,152,59,3,3,2,2
SB11201320087246,M,Complete primary ,Complete Secundary,Operator,Home,Stratum 1,Level 1,Four,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,I.E.D. INTEGRADA DE TAUSA,PUBLIC,TECHNICAL/ACADEMIC,56,57,56,54,52,EK201830072471,UNIVERSIDAD SANTO TOMAS-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,77,63,85,64,56,189,164,76,4,4,1,2
SB11201320087269,M,Complete professional education,Complete technique or technology,Other occupation,Retired,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COLEGIO USAQUEN (IED),PUBLIC,ACADEMIC,87,78,77,81,67,EK201830029192,"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.",INDUSTRIAL ENGINEERING,87,96,91,85,95,91,191,97,5,4,3,2
SB11201320087367,F,Incomplete Professional Education,Postgraduate education,Small entrepreneur ,Independent,Stratum 4,Level 2,Two,,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,No,I.E.M TÉCNICA COMERCIAL SANTA RITA,PUBLIC,TECHNICAL/ACADEMIC,86,66,65,77,64,EK201830013671,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C.",CIVIL ENGINEERING,94,69,89,90,62,62,179,90,5,4,4,4
SB11201320087386,F,Complete Secundary,Complete professional education,Independent,Technical or professional level employee,Stratum 3,Level 2,Five,,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Between 2 and less than 3 LMMW,No,I.E.M TÉCNICA COMERCIAL SANTA RITA,PUBLIC,TECHNICAL/ACADEMIC,58,61,62,56,50,EK201830074309,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-BOGOTÁ D.C.,CIVIL ENGINEERING,80,61,23,48,60,165,150,56,3,3,2,2
SB11201320087408,M,Incomplete Professional Education,Complete technique or technology,Independent,Independent,Stratum 1,Level 1,Four,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,less than 1 LMMW,No,COLEGIO USAQUEN (IED),PUBLIC,ACADEMIC,64,64,58,77,70,EK201830016715,"ESCUELA COLOMBIANA DE INGENIERIA""JULIO GARAVITO""-BOGOTÁ D.C.",MECHANICAL ENGINEERING,91,100,45,78,73,73,179,90,5,4,1,4
SB11201320087444,M,Incomplete Secundary,Complete Secundary,Other occupation,Home,Stratum 3,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,COLEGIO USAQUEN (IED),PUBLIC,ACADEMIC,77,74,82,78,62,EK201830057100,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,ELECTRIC ENGINEERING,94,98,95,81,97,216,196,98,5,4,1,2
SB11201320087584,M,Complete primary ,Incomplete Secundary,Independent,Home,Stratum 2,Level 1,Three,,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,less than 1 LMMW,No,COLEGIO RAFAEL URIBE URIBE,PUBLIC,ACADEMIC,58,57,62,63,57,EK201830088085,"FUNDACION UNIVERSIDAD DE BOGOTA""JORGE TADEO LOZANO""-BOGOTÁ D.C.",CHEMICAL ENGINEERING,95,75,82,86,44,86,175,87,5,4,2,3
SB11201320087879,M,Incomplete Professional Education,Incomplete Professional Education,Technical or professional level employee,Small entrepreneur ,Stratum 4,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INSTITUTO CRISTO REY,PRIVATE,ACADEMIC,76,77,65,100,68,EK201830039554,"ESCUELA MILITAR DE AVIACION""MARCO FIDEL SUAREZ""-CALI",MECHANICAL ENGINEERING,90,95,35,83,28,28,166,78,4,4,4,4
SB11201320087909,M,Complete technique or technology,Complete technique or technology,Entrepreneur ,Home,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,No,INSTITUCION EDUCATIVA RAFAEL NAVIA VARON,PUBLIC,TECHNICAL/ACADEMIC,87,56,62,66,80,EK201830191792,PONTIFICIA UNIVERSIDAD JAVERIANA-CALI,ELECTRONIC ENGINEERING,96,29,65,90,70,127,169,82,5,4,4,2
SB11201320088079,M,Complete professional education,Complete Secundary,Retired,Independent,Stratum 4,It is not classified by the SISBEN,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,less than 1 LMMW,No,INSTITUCION EDUCATIVA RAFAEL NAVIA VARON,PUBLIC,TECHNICAL/ACADEMIC,48,50,53,43,38,EK201830030737,UNIVERSIDAD DE IBAGUE-IBAGUE,INDUSTRIAL ENGINEERING,58,58,15,24,0,102,109,5,1,1,4,2
SB11201320088149,M,Incomplete Secundary,Complete primary ,Independent professional,Operator,Stratum 2,It is not classified by the SISBEN,Seven,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Between 1 and less than 2 LMMW,No,COL CLARETIANO                                                                                      ,PRIVATE,ACADEMIC,65,57,62,58,52,EK201830018265,CORPORACION UNIVERSIDAD PILOTO DE COLOMBIA-BOGOTÁ D.C.,CIVIL ENGINEERING,78,70,72,55,0,199,131,25,2,2,1,3
SB11201320088201,F,Incomplete Secundary,Complete primary ,Independent,Auxiliary or Administrative,Stratum 2,Esta clasificada en otro Level del SISBEN,Six,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,LIC LA ESPAÑOLA GABRIEL ANZOLA GOMEZ,PRIVATE,ACADEMIC,58,53,64,57,46,EK201830060385,ESCUELA DE INGENIEROS MILITARES-BOGOTÁ D.C.,CIVIL ENGINEERING,38,52,64,37,88,138,153,61,4,3,2,2
SB11201320088229,F,Complete primary ,Complete Secundary,Operator,Small entrepreneur ,Stratum 2,Level 2,Six,,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,No,I.E. DIOSA CHIA,PUBLIC,ACADEMIC,53,64,53,52,50,EK201830194355,POLITECNICO GRANCOLOMBIANO-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,56,58,45,50,5,170,139,38,2,2,1,2
SB11201320088276,M,Complete professional education,Complete technique or technology,Independent,Auxiliary or Administrative,Stratum 2,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,LIC LA ESPAÑOLA GABRIEL ANZOLA GOMEZ,PRIVATE,ACADEMIC,63,56,60,53,58,EK201830099374,UNIVERSIDAD COOPERATIVA DE COLOMBIA-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,91,46,58,56,20,158,153,61,4,3,4,2
SB11201320088478,M,Complete technique or technology,Incomplete Professional Education,Technical or professional level employee,Home,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,No,INSTITUTO CRISTO REY,PRIVATE,ACADEMIC,64,55,62,61,53,EK201830067184,UNIVERSIDAD DE MEDELLIN-MEDELLIN,CIVIL ENGINEERING,98,74,60,77,72,192,174,87,5,4,2,3
SB11201320088610,F,Incomplete Secundary,Ninguno,Other occupation,Home,Stratum 1,Level 1,Four,,No,No,No,No,No,No,Yes,No,Yes,No,less than 1 LMMW,No,INSTITUCION EDUCATIVA SAN VICENTE DE PAUL,PUBLIC,TECHNICAL/ACADEMIC,74,69,73,74,74,EK201830141941,CORPORACION UNIVERSITARIA DEL CARIBE - CECAR-SINCELEJO,INDUSTRIAL ENGINEERING,79,30,93,81,79,176,170,83,5,4,1,1
SB11201320088692,F,Complete technique or technology,Complete technique or technology,Technical or professional level employee,Technical or professional level employee,Stratum 2,It is not classified by the SISBEN,Seven,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,No,INSTITUCION EDUCATIVA ANTONIO  LENIS,PUBLIC,TECHNICAL/ACADEMIC,57,62,60,57,50,EK201830117189,CORPORACION UNIVERSITARIA DEL CARIBE - CECAR-SINCELEJO,INDUSTRIAL ENGINEERING,19,52,28,66,32,142,137,35,2,2,2,1
SB11201320088707,M,Complete professional education,Complete professional education,Other occupation,Other occupation,Stratum 3,Level 3,Three,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,I. E. RAFAEL J. MEJIA,PUBLIC,ACADEMIC,77,59,62,59,59,EK201830014466,UNIVERSIDAD EAFIT--MEDELLIN,MECHANICAL ENGINEERING,92,60,71,91,60,145,173,85,5,4,4,4
SB11201320088745,M,Incomplete primary ,Complete primary ,Independent,Home,Stratum 2,Level 1,Six,,No,No,No,No,No,No,Yes,Yes,Yes,No,less than 1 LMMW,No,I.E. TECNICA FRANCISCO MANZANERA HENRIQUEZ,PUBLIC,ACADEMIC,48,56,62,52,36,EK201830159830,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-BOGOTÁ D.C.,CIVIL ENGINEERING,83,56,54,9,77,161,152,60,4,3,1,2
SB11201320088885,M,Not sure,Complete Secundary,Executive,Auxiliary or Administrative,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO DON BOSCO LTDA.,PRIVATE,ACADEMIC,71,53,58,67,60,EK201830054778,UNIVERSIDAD SANTO TOMAS-BOGOTÁ D.C.,CIVIL ENGINEERING,87,38,78,83,0,178,135,31,2,2,4,2
SB11201320088898,M,Postgraduate education,Postgraduate education,Technical or professional level employee,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,COLEGIO DON BOSCO LTDA.,PRIVATE,ACADEMIC,87,66,77,75,85,EK201830008163,UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.,CIVIL ENGINEERING,99,95,88,88,99,164,200,99,5,4,4,2
SB11201320088904,F,Complete professional education,Incomplete Professional Education,Operator,Home,Stratum 4,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,No,COLEGIO DON BOSCO LTDA.,PRIVATE,ACADEMIC,73,66,70,77,78,EK201830002395,UNIVERSIDAD DE LOS ANDES-BOGOTÁ D.C.,INDUSTRIAL ENGINEERING,97,88,60,96,67,194,183,92,5,4,4,4
SB11201320088909,M,Complete technique or technology,Complete professional education,Independent,Technical or professional level employee,Stratum 1,Level 1,Four,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,No,IE NORMAL SUP SAN PIO X,PUBLIC,TECHNICAL/ACADEMIC,54,45,46,51,46,EK201830204972,"UNIVERSIDAD TECNOLOGICA DEL CHOCO""DIEGO LUIS CORDOBA""-QUIBDO",CIVIL ENGINEERING,73,35,3,40,6,6,125,18,1,1,2,1
SB11201320088917,M,Complete professional education,Complete professional education,Executive,Executive,Stratum 3,It is not classified by the SISBEN,Four,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,No,COL. COMFAMILIAR C/GENA.,PRIVATE,ACADEMIC,61,59,48,58,53,EK201830225222,UNIVERSIDAD TECNOLOGICA DE BOLIVAR-CARTAGENA,INDUSTRIAL ENGINEERING,85,49,56,41,88,80,160,71,4,3,4,2
SB11201320088929,M,Postgraduate education,Postgraduate education,Technical or professional level employee,Technical or professional level employee,Stratum 3,It is not classified by the SISBEN,Five,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,No,COLEGIO DON BOSCO LTDA.,PRIVATE,ACADEMIC,77,72,54,77,76,EK201830091248,UNIVERSIDAD DE LA SALLE-BOGOTÁ D.C.,AUTOMATION ENGINEERING,100,95,95,90,61,144,194,97,5,4,4,2
SB11201320089075,M,Incomplete primary ,Incomplete primary ,Independent,Home,Stratum 2,Level 1,Three,,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,less than 1 LMMW,No,INSTITUCION EDUCATIVA MANZANARES,PUBLIC,TECHNICAL/ACADEMIC,69,60,60,62,52,EK201830125870,UNIVERSIDAD AUTONOMA DE MANIZALES-MANIZALES,MECHANICAL ENGINEERING,98,27,32,73,5,158,146,49,3,2,1,2
