Id,LotFrontage,LotArea,HouseStyle,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,FullBath,TotalRooms,GarageCars,GarageArea,YrSold,SalePrice
612,,10395.0,SLvl,6,6,1978,1032,Y,1032,0,2,6,2,564,2007,148000
613,,11885.0,2Story,8,5,2001,1299,Y,1299,573,2,7,2,531,2009,261500
614,70.0,8402.0,1Story,5,5,2007,1120,Y,1120,0,1,6,0,0,2007,147000
615,21.0,1491.0,SFoyer,4,6,1972,,Y,630,0,1,3,0,0,2010,75500
616,80.0,8800.0,SFoyer,6,7,1963,936,Y,1054,0,1,6,2,480,2010,137500
617,,,2Story,6,5,2002,,Y,807,702,2,7,2,393,2006,183200
618,59.0,7227.0,1.5Unf,6,6,1954,,Y,832,0,1,4,2,528,2008,105500
619,90.0,,1Story,9,5,2007,1822,Y,1828,0,2,9,3,774,2007,314813
620,85.0,12244.0,2Story,8,5,2003,1482,Y,1482,780,2,10,3,749,2008,305000
621,45.0,8248.0,1Story,3,3,1914,,N,864,0,1,5,0,0,2008,67000
622,90.0,10800.0,2Story,6,7,1974,1522,Y,1548,1066,2,9,2,624,2008,240000
623,71.0,7064.0,1Story,5,6,1977,980,Y,980,0,1,6,2,484,2009,135000
624,,2117.0,2Story,6,5,2000,756,Y,756,756,2,4,2,440,2007,168500
625,80.0,10400.0,2Story,6,5,1972,,Y,1012,778,1,8,2,484,2006,165150
626,87.0,10000.0,1Story,6,6,1962,1116,Y,1116,0,1,5,2,440,2010,160000
627,,12342.0,1Story,5,5,1960,,Y,1422,0,1,6,1,286,2007,139900
628,80.0,9600.0,SLvl,6,6,1955,,Y,1520,0,1,7,1,364,2010,153000
629,70.0,11606.0,2Story,5,5,1969,1040,Y,1040,1040,1,9,2,504,2007,135000
630,82.0,9020.0,SLvl,6,5,1964,1248,Y,1350,0,1,6,2,520,2008,168500
631,50.0,9000.0,2Story,5,6,1880,636,Y,1089,661,1,8,1,240,2006,124000
632,34.0,4590.0,1Story,8,5,2006,,Y,1554,0,2,6,2,627,2007,209500
633,85.0,11900.0,1Story,7,5,1977,1386,Y,1411,0,2,6,2,544,2009,82500
634,80.0,9250.0,1Story,5,7,1954,1056,Y,1056,0,1,6,1,260,2007,139400
635,64.0,6979.0,SFoyer,6,5,1980,1056,Y,1056,0,0,4,2,576,2010,144000
636,60.0,10896.0,2.5Fin,6,7,1914,1440,Y,1440,1440,2,14,0,0,2007,200000
637,51.0,6120.0,1Story,2,3,1936,264,N,800,0,1,4,0,0,2009,60000
638,50.0,6000.0,1.5Fin,5,4,1954,,Y,811,576,2,7,1,256,2009,93000
639,67.0,8777.0,1Story,5,7,1910,796,Y,796,0,1,4,0,0,2008,85000
640,53.0,3982.0,1Story,8,5,2006,,Y,1567,0,2,7,3,648,2006,264561
641,62.0,12677.0,1Story,8,5,2003,1518,Y,1518,0,1,6,2,588,2008,274000
642,,7050.0,2Story,7,5,2001,1057,Y,1057,872,2,7,2,650,2007,226000
643,75.0,13860.0,SLvl,8,7,1972,1952,Y,2000,704,2,9,2,538,2009,345000
644,80.0,10793.0,2Story,5,5,1969,780,Y,780,840,2,7,2,462,2007,152000
645,85.0,9187.0,1Story,9,5,2009,,Y,1766,0,2,7,3,478,2009,370878
646,,10530.0,1Story,6,5,1971,,Y,981,0,1,5,2,576,2007,143250
647,60.0,7200.0,1Story,5,5,1950,0,Y,1048,0,1,7,2,420,2008,98300
648,85.0,10452.0,1Story,6,5,1953,1094,Y,1094,0,1,5,2,495,2008,155000
649,70.0,7700.0,2Story,6,5,1966,,Y,1051,788,1,7,2,442,2010,155000
650,21.0,1936.0,SFoyer,4,6,1970,630,Y,630,0,1,3,0,0,2007,84500
651,65.0,8125.0,2Story,7,6,2007,,Y,822,843,2,7,2,562,2008,205950
652,60.0,9084.0,2Story,4,5,1940,,Y,755,755,1,7,1,296,2009,108000
653,70.0,8750.0,2Story,7,5,1996,,Y,909,807,2,7,2,512,2009,191000
654,60.0,10320.0,1.5Fin,6,7,1906,756,Y,756,713,1,7,1,216,2008,135000
655,91.0,10437.0,1Story,8,6,1995,2109,Y,2113,0,2,7,3,839,2008,350000
656,21.0,1680.0,2Story,6,5,1971,,Y,525,567,1,6,1,264,2010,88000
657,72.0,10007.0,1Story,5,7,1959,,Y,1053,0,1,5,1,312,2008,145500
658,60.0,7200.0,2Story,7,6,1931,,Y,851,651,1,6,1,270,2008,149000
659,78.0,17503.0,1.5Fin,6,5,1948,912,Y,912,546,1,6,1,330,2010,97500
660,75.0,9937.0,1Story,5,7,1964,1486,Y,1486,0,1,7,2,480,2009,167000
661,,12384.0,2Story,7,7,1976,,Y,1142,793,2,7,2,550,2007,197900
662,52.0,46589.0,2Story,8,7,1994,1629,Y,1686,762,2,8,3,711,2009,402000
663,120.0,,1Story,6,3,1968,1392,Y,1392,0,1,5,2,576,2009,110000
664,90.0,,SFoyer,4,5,1972,,Y,1181,0,2,6,2,588,2008,137500
665,49.0,20896.0,1Story,8,5,2005,2077,Y,2097,0,1,8,3,1134,2006,423000
666,106.0,11194.0,2Story,8,5,2000,,Y,1454,482,2,7,2,504,2006,230500
667,,,2Story,6,5,1965,1021,Y,1465,915,2,7,2,596,2007,129000
668,65.0,8125.0,1Story,6,5,1994,,Y,1679,0,2,7,2,575,2008,193500
669,,14175.0,1Story,5,6,1956,1188,Y,1437,0,1,6,2,576,2006,168000
670,80.0,11600.0,1Story,4,5,1922,,Y,1180,0,1,5,1,252,2006,137500
671,64.0,8633.0,2Story,6,5,2005,738,Y,738,738,2,7,2,540,2009,173500
672,54.0,6629.0,2Story,6,6,1925,672,N,697,672,2,6,1,300,2009,103600
673,,11250.0,1Story,6,6,1977,1208,Y,1208,0,1,6,2,546,2006,165000
674,110.0,14442.0,1Story,6,7,1957,1477,Y,1839,0,2,7,2,416,2007,257500
675,80.0,9200.0,1Story,6,6,1965,1136,Y,1136,0,1,5,1,384,2008,140000
676,24.0,2289.0,2Story,6,6,1978,,Y,855,586,2,7,2,440,2009,148500
677,60.0,9600.0,2Story,4,2,1900,1095,N,1095,679,2,8,3,779,2006,87000
678,52.0,9022.0,1Story,5,8,1924,,Y,792,0,1,5,1,240,2009,109500
679,80.0,11844.0,1Story,8,5,2008,,Y,2046,0,2,7,3,834,2009,372500
680,,,1Story,5,5,1961,988,Y,988,0,1,5,2,572,2007,128500
681,50.0,8012.0,1Story,6,5,1980,,Y,923,0,2,5,1,264,2010,143000
682,55.0,4500.0,1.5Fin,5,5,1932,793,Y,848,672,1,6,1,281,2009,159434
683,,2887.0,1Story,6,5,1996,1291,Y,1291,0,1,6,2,431,2008,173000
684,90.0,11248.0,1Story,9,5,2002,1626,Y,1668,0,2,7,3,702,2007,285000
685,58.0,16770.0,2Story,7,5,1998,1195,Y,1195,644,2,7,2,486,2010,221000
686,,5062.0,2Story,7,5,1984,,Y,1190,900,2,6,2,577,2007,207500
687,84.0,10207.0,2Story,7,6,2007,,Y,874,887,3,7,2,578,2007,227875
688,,5105.0,2Story,7,5,2004,551,Y,551,551,2,4,2,480,2007,148800
689,60.0,8089.0,1Story,8,6,2007,,Y,1419,0,2,7,2,567,2007,392000
690,61.0,7577.0,1Story,6,5,2005,1362,Y,1362,0,2,6,2,460,2007,194700
691,,4426.0,1Story,6,5,2004,,Y,848,0,1,3,2,420,2008,141000
692,104.0,21535.0,2Story,10,6,1994,,Y,2444,1872,3,10,3,832,2007,755000
693,42.0,26178.0,2Story,7,5,1989,1210,Y,1238,1281,2,9,2,628,2006,335000
694,60.0,5400.0,1Story,5,6,1921,1073,Y,1073,0,1,4,1,326,2006,108480
695,51.0,6120.0,1.5Fin,5,6,1936,927,Y,1067,472,1,5,2,576,2009,141500
696,54.0,13811.0,1Story,6,6,1987,,Y,1137,0,2,5,2,551,2006,176000
697,50.0,6000.0,1Story,5,7,1921,616,Y,616,0,1,4,1,205,2006,89000
698,57.0,6420.0,1Story,5,7,1952,980,Y,1148,0,1,6,1,308,2006,123500
699,65.0,8450.0,1Story,5,8,1965,,Y,894,0,1,5,1,336,2010,138500
700,59.0,,1Story,7,5,2004,1391,Y,1391,0,2,5,2,530,2008,196000
701,85.0,14331.0,1Story,8,5,2002,,Y,1800,0,2,7,3,765,2006,312500
702,80.0,9600.0,1Story,7,5,1969,1164,Y,1164,0,1,6,2,528,2006,140000
703,82.0,12438.0,2Story,8,5,2006,1234,Y,1264,1312,2,10,3,666,2006,361919
704,76.0,7630.0,2Story,5,9,1900,360,Y,1032,780,2,8,2,672,2010,140000
705,70.0,8400.0,1Story,7,5,2004,1473,Y,1484,0,2,7,2,606,2010,213000
706,70.0,5600.0,2Story,4,5,1930,0,N,372,720,2,7,0,0,2010,55000
707,,115149.0,1Story,7,5,1971,1643,Y,1824,0,2,5,2,739,2007,302000
708,48.0,,1Story,8,5,2006,,Y,1324,0,2,6,2,550,2009,254000
709,65.0,9018.0,2Story,7,5,2007,,Y,728,728,2,8,2,400,2007,179540
710,,7162.0,1Story,5,7,1966,876,Y,904,0,1,6,1,408,2008,109900
711,56.0,4130.0,1Story,3,6,1935,270,Y,729,0,1,5,0,0,2008,52000
712,66.0,,1.5Fin,4,7,1900,859,Y,859,319,1,7,1,384,2010,102776
713,40.0,4671.0,1Story,8,5,1988,1228,Y,1228,0,2,5,2,472,2008,189000
714,60.0,9873.0,1Story,4,5,1970,960,N,960,0,1,6,2,576,2006,129000
715,,13517.0,2Story,6,8,1976,725,Y,725,754,2,6,2,475,2010,130500
716,78.0,,1Story,6,5,1974,,Y,1350,0,2,7,2,478,2009,165000
717,60.0,10800.0,2Story,7,8,1890,,Y,1576,978,1,8,2,704,2007,159500
718,80.0,10000.0,1Story,5,6,1973,1176,Y,1178,0,1,5,2,439,2008,157000
719,96.0,10542.0,2Story,7,5,1993,,Y,1325,1093,2,9,3,983,2008,341000
720,69.0,9920.0,1Story,5,6,1969,971,Y,971,0,1,5,1,300,2006,128500
721,,6563.0,1Story,8,5,1985,1742,Y,1742,0,2,5,2,564,2006,275000
722,,4426.0,1Story,6,5,2004,848,Y,848,0,1,3,2,420,2010,143000
723,70.0,,1Story,4,7,1970,864,Y,864,0,1,5,2,463,2009,124500
724,60.0,8172.0,1.5Fin,4,6,1954,941,Y,997,473,2,7,1,548,2008,135000
725,86.0,13286.0,1Story,9,5,2007,1698,Y,1698,0,2,8,3,768,2009,320000
726,60.0,6960.0,1Story,4,6,1970,864,Y,864,0,1,5,2,660,2009,120500
727,,21695.0,1Story,6,9,1988,,Y,1680,0,2,5,2,540,2009,222000
728,64.0,7314.0,1Story,7,5,2007,1232,Y,1232,0,2,6,2,632,2009,194500
729,85.0,11475.0,1Story,5,5,1958,,Y,1776,0,2,9,3,888,2009,110000
730,52.0,6240.0,1.5Fin,4,5,1925,780,Y,848,0,1,5,2,539,2009,103000
731,39.0,5389.0,1Story,8,5,1995,1595,Y,1616,0,2,5,2,608,2010,236500
732,73.0,9590.0,SLvl,7,5,2003,,Y,1146,0,2,6,2,438,2007,187500
733,75.0,11404.0,2Story,7,5,1998,,Y,1153,878,2,8,2,541,2008,222500
734,80.0,10000.0,1Story,5,6,1961,,Y,1144,0,1,6,1,264,2009,131400
735,,8978.0,1Story,5,5,1968,948,Y,948,0,1,6,1,300,2007,108000
736,60.0,10800.0,2.5Unf,7,7,1914,880,N,880,888,1,6,2,320,2006,163000
737,60.0,8544.0,1Story,3,4,1950,,N,1040,0,2,6,2,400,2006,93500
738,72.0,10463.0,2Story,8,5,2005,893,Y,901,900,2,8,3,800,2006,239900
739,60.0,10800.0,1Story,5,5,1987,1200,Y,1200,0,3,5,0,0,2009,179000
740,65.0,9313.0,2Story,7,5,2004,,Y,864,864,2,7,2,572,2009,190000
741,60.0,9600.0,2Story,5,7,1910,264,Y,768,664,2,7,2,360,2007,132000
742,65.0,6768.0,1Story,6,8,1961,912,Y,912,0,1,5,1,288,2008,142000
743,65.0,8450.0,1Story,7,5,2000,1349,Y,1349,0,2,6,2,539,2007,179000
744,70.0,,SLvl,5,6,1963,520,Y,1464,0,2,6,2,480,2009,175000
745,41.0,5395.0,1Story,8,5,1993,1337,Y,1337,0,2,5,2,462,2008,180000
746,,8963.0,2Story,8,9,1976,1142,Y,1175,1540,3,11,2,831,2008,299800
747,,8795.0,2Story,7,5,2000,,Y,980,1276,2,8,2,554,2009,236000
748,65.0,11700.0,2Story,7,7,1880,1240,N,1320,1320,1,8,4,864,2009,265979
749,59.0,10593.0,1Story,7,5,1996,1720,Y,1720,0,2,7,2,527,2010,260400
750,50.0,8405.0,1.5Fin,4,3,1945,0,N,1088,441,2,9,1,240,2009,98000
751,55.0,8800.0,1.5Fin,4,7,1910,576,Y,792,348,1,7,0,0,2010,96500
752,,7750.0,2Story,7,5,2003,660,Y,660,660,2,6,2,400,2007,162000
753,79.0,9236.0,1Story,6,5,1997,,Y,1494,0,2,6,2,576,2006,217000
754,80.0,10240.0,2Story,8,5,2005,,Y,1038,1060,2,8,3,878,2006,275500
755,61.0,7930.0,1Story,6,8,1969,1026,Y,1026,0,1,5,2,440,2009,156000
756,34.0,3230.0,2Story,6,5,1999,729,Y,742,729,2,6,2,440,2009,172500
757,68.0,10769.0,2Story,8,5,2007,866,Y,866,902,2,7,2,578,2009,212000
758,,11616.0,2Story,6,5,1978,672,Y,672,714,2,6,2,440,2010,158900
759,24.0,2280.0,2Story,7,5,1999,744,Y,757,744,2,6,2,440,2008,179400
760,65.0,12257.0,2Story,8,5,1995,,Y,1328,1203,2,9,3,752,2007,290000
761,70.0,9100.0,1Story,6,6,1959,864,Y,864,0,1,5,1,300,2009,127500
762,60.0,6911.0,1Story,5,5,1924,1145,Y,1301,0,1,5,2,440,2009,100000
763,72.0,8640.0,2Story,7,5,2009,756,Y,764,783,2,7,2,614,2010,215200
764,82.0,9430.0,2Story,8,5,1999,1252,Y,1268,1097,2,8,3,856,2009,337000
765,30.0,9549.0,1Story,8,5,1995,1494,Y,1494,0,1,6,2,481,2006,270000
766,75.0,14587.0,1Story,9,5,2008,1498,Y,1506,0,2,6,2,592,2008,264132
767,80.0,10421.0,2Story,7,5,1988,,Y,980,734,2,7,2,496,2010,196500
768,75.0,12508.0,1.5Fin,6,7,1940,983,Y,983,767,2,7,1,423,2008,160000
769,70.0,9100.0,1Story,7,5,2004,,Y,1836,0,2,8,2,484,2006,216837
770,47.0,53504.0,2Story,8,5,2003,1650,Y,1690,1589,3,12,3,841,2010,538000
771,,7252.0,SFoyer,5,5,1982,858,Y,858,0,1,5,2,576,2009,134900
772,67.0,8877.0,1Story,4,5,1951,836,Y,1220,0,1,6,2,396,2006,102000
773,94.0,7819.0,SLvl,6,5,1976,1029,Y,1117,0,1,6,2,672,2010,107000
774,70.0,10150.0,1Story,5,5,1958,912,Y,912,0,1,5,1,275,2007,114500
775,110.0,14226.0,1Story,8,5,2006,,Y,1973,0,2,9,3,895,2007,395000
776,32.0,4500.0,1Story,6,5,1998,,Y,1204,0,2,5,2,412,2009,162000
777,86.0,11210.0,1Story,7,5,2005,,Y,1614,0,2,7,3,865,2006,221500
778,100.0,13350.0,1Story,5,5,1974,,Y,894,0,1,5,2,440,2006,142500
779,60.0,8400.0,1Story,5,5,1977,0,Y,2020,0,2,10,2,630,2007,144000
780,78.0,10530.0,SFoyer,6,5,1977,975,Y,1004,0,1,4,2,504,2006,135000
781,63.0,7875.0,1Story,7,5,1995,,Y,1253,0,2,6,2,402,2007,176000
782,65.0,7153.0,2Story,6,5,1992,,Y,810,793,2,7,2,484,2006,175900
783,67.0,16285.0,1Story,7,5,2001,,Y,1430,0,2,6,2,605,2009,187100
784,,9101.0,SFoyer,5,6,1978,,Y,1110,0,1,4,2,602,2009,165500
785,35.0,6300.0,2.5Unf,6,6,1914,742,Y,742,742,2,9,0,0,2008,128000
786,,9790.0,1Story,6,5,1967,1372,Y,1342,0,2,7,2,457,2009,161500
787,60.0,10800.0,1.5Fin,5,6,1915,686,Y,966,686,2,7,1,416,2010,139000
788,76.0,10142.0,2Story,7,5,2004,956,Y,956,1128,2,8,2,618,2010,233000
789,50.0,6000.0,1Story,4,7,1954,901,Y,901,0,1,4,1,281,2008,107900
790,,12205.0,2Story,6,8,1966,,Y,976,1111,2,9,2,444,2007,187500
791,43.0,3182.0,1Story,7,5,2005,1145,Y,1145,0,2,5,2,397,2009,160200
792,,11333.0,SLvl,6,5,1976,,Y,1062,0,1,5,2,539,2007,146800
793,92.0,,2Story,7,5,1996,1117,Y,1127,886,2,8,2,455,2007,269790
794,76.0,9158.0,1Story,8,5,2007,,Y,1496,0,2,7,2,474,2007,225000
795,,,2Story,7,5,1994,712,Y,1086,809,2,7,2,409,2008,194500
796,70.0,8400.0,2Story,6,6,1980,,Y,888,676,2,7,2,476,2010,171000
797,71.0,8197.0,1Story,6,5,1977,660,Y,1285,0,1,7,2,528,2007,143500
798,57.0,7677.0,1Story,5,5,1953,,Y,773,0,1,4,1,240,2008,110000
799,104.0,,2Story,9,5,2008,1926,Y,1966,1174,3,11,3,820,2009,485000
800,60.0,7200.0,1.5Fin,5,7,1937,731,Y,981,787,1,7,1,240,2007,175000
801,79.0,12798.0,2Story,6,5,1997,616,Y,616,1072,2,8,2,603,2008,200000
802,40.0,4800.0,1Story,4,7,1916,1196,Y,1196,0,1,5,2,440,2007,109900
803,63.0,8199.0,2Story,7,5,2005,,Y,728,728,2,7,2,410,2008,189000
804,107.0,13891.0,2Story,9,5,2008,,Y,1734,1088,3,12,3,1020,2009,582933
805,75.0,9000.0,1Story,5,5,1954,,Y,1128,0,1,5,1,286,2006,118000
806,91.0,12274.0,1Story,7,5,2008,1417,Y,1428,0,2,6,2,554,2008,227680
807,75.0,9750.0,SLvl,5,5,1967,,Y,980,0,2,6,1,384,2006,135500
808,144.0,21384.0,2Story,5,6,1923,,Y,1072,504,1,6,2,528,2009,223500
809,85.0,13400.0,SLvl,5,5,1966,1024,Y,1086,0,1,6,2,484,2006,159950
810,90.0,8100.0,2.5Unf,5,5,1898,,N,1075,1063,2,11,2,360,2009,106000
811,78.0,,1Story,6,6,1974,1040,Y,1309,0,1,5,2,484,2006,181000
812,,4438.0,1Story,6,5,2004,848,Y,848,0,1,4,2,420,2008,144500
813,66.0,8712.0,1Story,5,5,1952,540,N,1044,0,1,4,2,504,2010,55993
814,75.0,9750.0,1Story,6,6,1958,,Y,1442,0,1,7,1,301,2007,157900
815,45.0,8248.0,1.5Fin,5,7,1918,,Y,686,564,1,7,1,280,2006,116000
816,48.0,12137.0,1Story,7,5,1998,1649,Y,1661,0,2,6,2,598,2010,224900
817,,11425.0,1Story,5,6,1954,1008,Y,1008,0,1,4,1,275,2006,137000
818,,13265.0,1Story,8,5,2002,1568,Y,1689,0,2,7,3,857,2008,271000
819,80.0,8816.0,SLvl,6,7,1971,1010,Y,1052,0,1,6,2,440,2010,155000
820,44.0,6371.0,1Story,7,5,2009,1358,Y,1358,0,2,6,2,484,2010,224000
821,72.0,7226.0,2Story,7,5,2003,798,Y,798,842,2,6,2,595,2008,183000
822,60.0,6000.0,1Story,4,4,1953,,N,936,0,1,4,2,576,2009,93000
823,,12394.0,2Story,7,5,2003,847,Y,847,886,2,7,2,433,2007,225000
824,60.0,9900.0,1.5Fin,6,7,1940,,Y,944,545,2,7,1,240,2009,139500
825,81.0,11216.0,1Story,8,5,2006,,Y,1489,0,2,7,2,776,2006,232600
826,114.0,14803.0,1Story,10,5,2007,2078,Y,2084,0,2,7,3,1220,2008,385000
827,50.0,6130.0,1.5Unf,5,6,1924,784,Y,784,0,1,5,0,0,2008,109500
828,65.0,8529.0,1Story,7,5,2001,,Y,1434,0,2,6,2,527,2009,189000
829,,28698.0,2Story,5,5,1967,1013,Y,1160,966,2,7,2,538,2009,185000
830,24.0,,2Story,7,5,2005,,Y,520,623,2,4,2,480,2006,147400
831,80.0,11900.0,1Story,6,5,1957,1392,Y,1392,0,1,6,2,458,2008,166000
832,30.0,3180.0,2Story,7,5,2005,,Y,520,600,2,4,2,480,2006,151000
833,44.0,9548.0,2Story,7,6,2003,941,Y,941,888,2,7,2,613,2010,237000
834,100.0,10004.0,1Story,6,6,1964,1516,Y,1516,0,1,6,2,472,2009,167000
835,75.0,7875.0,1Story,5,6,1961,1144,Y,1144,0,1,6,2,456,2008,139950
836,60.0,9600.0,1Story,4,7,1950,1067,Y,1067,0,2,4,2,436,2010,128000
837,90.0,8100.0,1Story,5,6,1948,1559,Y,1559,0,1,5,2,812,2007,153500
838,21.0,1680.0,2Story,6,5,1973,483,Y,483,504,1,5,1,264,2008,100000
839,75.0,9525.0,1Story,5,6,1995,,Y,1099,0,1,6,1,352,2008,144000
840,70.0,11767.0,1.5Fin,5,6,1946,768,Y,768,432,1,6,1,240,2008,130500
841,,12155.0,2Story,6,8,1925,,N,810,672,2,7,1,400,2008,140000
842,60.0,10440.0,2Story,5,8,1904,,Y,958,581,2,8,2,686,2008,157500
843,82.0,,SLvl,6,7,1966,1127,Y,1165,0,1,6,2,490,2008,174900
844,80.0,8000.0,1Story,5,4,1961,,N,1800,0,2,10,0,0,2007,141000
845,100.0,12665.0,1.5Fin,5,8,1915,,Y,876,540,1,7,3,720,2008,153900
846,,16647.0,SFoyer,5,5,1975,,Y,1701,0,2,6,2,611,2007,171000
847,75.0,9317.0,2Story,7,5,1993,740,Y,1006,769,2,7,2,425,2009,213000
848,36.0,15523.0,1Story,5,6,1972,864,Y,864,0,1,5,1,338,2009,133500
849,75.0,45600.0,1.5Fin,6,8,1908,907,Y,1307,1051,3,10,2,360,2008,240000
850,80.0,9600.0,SLvl,6,7,1976,,Y,1094,761,2,7,2,512,2007,187000
851,36.0,4435.0,1Story,6,5,2003,,Y,848,0,1,3,2,420,2007,131500
852,,3196.0,1Story,8,5,2003,,Y,1456,0,2,7,2,400,2006,215000
853,53.0,7128.0,2.5Unf,7,5,1941,,Y,918,728,2,7,1,240,2007,164000
854,,12095.0,SLvl,6,6,1964,1127,Y,1445,0,1,7,2,645,2009,158000
855,102.0,,1Story,5,4,1955,,Y,1779,0,1,6,2,454,2006,170000
856,,6897.0,1Story,5,8,1962,,Y,1040,0,1,6,1,260,2010,127000
857,,10970.0,SLvl,6,6,1978,,Y,1026,0,1,5,2,576,2008,147000
858,65.0,8125.0,2Story,6,5,1994,,Y,702,779,2,6,2,343,2009,174000
859,80.0,10400.0,1Story,7,5,1976,,Y,1370,0,2,6,2,479,2009,152000
860,,11029.0,2Story,6,7,1968,,Y,1512,1142,2,9,2,619,2006,250000
861,55.0,7642.0,1.5Fin,7,8,1918,,Y,912,514,1,7,1,216,2007,189950
862,75.0,11625.0,1Story,5,4,1965,1039,Y,1039,0,1,6,2,504,2010,131500
863,81.0,9672.0,1Story,6,5,1984,1040,Y,1097,0,2,6,2,480,2010,152000
864,70.0,7931.0,1Story,5,5,1959,,Y,1148,0,1,6,1,672,2009,132500
865,72.0,8640.0,1Story,7,5,2007,1372,Y,1372,0,2,6,2,529,2008,250580
866,,8750.0,1Story,5,6,1970,1002,Y,1002,0,1,5,2,902,2009,148500
867,67.0,10656.0,1Story,8,5,2006,1638,Y,1646,0,2,6,3,870,2007,248900
868,85.0,6970.0,1Story,4,5,1961,1040,Y,1120,0,1,5,2,544,2007,129000
869,,14762.0,2Story,5,6,1948,0,Y,1547,720,2,7,2,672,2006,169000
870,80.0,9938.0,2Story,7,5,1993,,Y,1062,887,2,8,2,574,2010,236000
871,60.0,6600.0,1Story,5,5,1962,,N,894,0,1,5,1,308,2009,109500
872,70.0,8750.0,2Story,6,5,1998,804,Y,804,878,2,7,2,523,2010,200500
873,74.0,8892.0,1Story,5,7,1953,105,Y,910,0,1,5,2,414,2008,116000
874,60.0,12144.0,1Story,5,7,1949,832,Y,1036,0,1,6,1,288,2009,133000
875,52.0,5720.0,1.5Fin,5,6,1941,676,Y,676,455,1,5,1,200,2009,66500
876,75.0,9000.0,2Story,8,5,2007,1184,Y,1184,1426,2,11,2,550,2007,303477
877,94.0,25286.0,1Story,4,5,1963,1064,Y,1040,0,1,5,2,648,2007,132250
878,74.0,8834.0,2Story,9,5,2004,1462,Y,1462,762,2,10,3,738,2009,350000
879,88.0,11782.0,SFoyer,5,7,1961,1109,Y,1155,0,1,6,2,576,2010,148000
880,,7000.0,1Story,5,8,1978,,Y,864,0,1,6,1,336,2009,136500
881,60.0,7024.0,1Story,5,5,2005,1090,Y,1090,0,1,5,2,450,2007,157000
882,44.0,,1.5Fin,7,5,1990,1156,Y,1187,530,2,7,2,400,2007,187500
883,,,2Story,6,5,1992,808,Y,808,785,2,7,2,389,2009,178000
884,60.0,6204.0,2.5Fin,4,5,1912,795,N,954,795,1,10,1,440,2006,118500
885,65.0,7150.0,1Story,5,5,1967,,Y,892,0,1,5,1,288,2009,100000
886,50.0,5119.0,1Story,9,5,1999,,Y,1709,0,2,5,2,506,2008,328900
887,70.0,8393.0,1Story,5,5,1959,1626,Y,1712,0,2,8,2,588,2006,145000
888,59.0,16466.0,1.5Fin,5,7,1955,816,Y,872,521,1,8,1,300,2008,135500
889,95.0,15865.0,1Story,8,6,1970,2217,Y,2217,0,2,8,2,621,2007,268000
890,128.0,12160.0,1Story,6,4,1953,1505,Y,1505,0,1,6,2,505,2009,149500
891,60.0,8064.0,1.5Fin,5,7,1949,,Y,672,252,1,6,2,576,2007,122900
892,70.0,11184.0,2Story,6,5,1978,,Y,918,765,2,7,2,440,2009,172500
893,70.0,8414.0,1Story,6,8,1963,,Y,1068,0,1,6,1,264,2006,154500
894,,13284.0,1Story,5,5,1954,1383,Y,1383,0,1,6,1,354,2008,165000
895,64.0,,1Story,5,5,1979,0,Y,1535,0,2,8,2,400,2009,118858
896,71.0,7056.0,2Story,6,5,1963,780,Y,983,813,1,8,2,483,2008,140000
897,50.0,8765.0,1Story,4,6,1936,951,N,951,0,1,6,1,327,2006,106500
898,64.0,7018.0,2Story,5,5,1979,0,Y,1120,1120,2,12,2,528,2009,142953
899,100.0,12919.0,1Story,9,5,2009,,Y,2364,0,2,11,3,820,2010,611657
900,65.0,6993.0,1Story,5,7,1961,912,Y,1236,0,1,6,1,288,2006,135000
901,,7340.0,1Story,4,6,1971,858,Y,858,0,1,4,1,684,2007,110000
902,64.0,8712.0,1Story,5,7,1957,992,Y,1306,0,1,5,1,756,2009,153000
903,63.0,7875.0,2Story,7,5,2003,,Y,807,702,2,8,2,393,2006,180000
904,50.0,14859.0,1Story,7,5,2006,,Y,1670,0,2,7,3,690,2006,240000
905,,,1Story,5,6,1967,876,Y,902,0,1,6,1,288,2007,125500
906,80.0,9920.0,1Story,5,5,1954,1056,Y,1063,0,1,6,1,280,2010,128000
907,116.0,13501.0,1Story,8,5,2006,1623,Y,1636,0,2,8,3,865,2007,255000
908,86.0,11500.0,1.5Fin,7,7,1936,1017,Y,1020,1037,1,6,1,180,2006,250000
909,,8885.0,1Story,5,5,1983,864,Y,902,0,1,5,2,484,2006,131000
910,149.0,12589.0,2Story,6,5,2005,,Y,742,742,2,8,2,390,2009,174000
911,80.0,11600.0,2Story,5,5,1960,1105,Y,1105,1169,2,12,2,480,2010,154300
912,,9286.0,1Story,5,7,1977,1268,Y,1268,0,1,5,1,252,2009,143500
913,51.0,6120.0,1Story,5,7,1925,768,N,1015,0,1,6,1,450,2006,88000
914,82.0,6270.0,2Story,5,6,1949,,N,1001,1001,2,8,3,871,2007,145000
915,30.0,3000.0,2Story,6,5,2009,612,Y,612,612,2,4,2,528,2009,173733
916,21.0,2001.0,2Story,4,5,1970,,Y,546,546,1,6,1,286,2007,75000
917,50.0,9000.0,1Story,2,3,1949,480,N,480,0,0,4,1,308,2006,35311
918,,17140.0,1Story,4,6,1956,1134,Y,1229,0,1,6,1,284,2009,135000
